OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0004825,In-Store,WARE-NMK1003,8/23/2019,12/15/2019,12/22/2019,12/23/2019,USD,11,3,197,46,5,0.05,3865.90,2164.90
SO - 0004826,Wholesale,WARE-NMK1003,8/23/2019,12/15/2019,1/11/2020,1/15/2020,USD,27,7,154,16,3,0.075,1118.90,850.36
SO - 0004827,Online,WARE-XYS1001,8/23/2019,12/15/2019,12/19/2019,12/27/2019,USD,18,14,17,12,8,0.15,180.90,123.01
SO - 0004828,Online,WARE-PUJ1005,8/23/2019,12/15/2019,1/10/2020,1/13/2020,USD,20,29,290,11,4,0.1,5681.60,3238.51
SO - 0004829,Online,WARE-NMK1003,8/23/2019,12/15/2019,12/19/2019,12/25/2019,USD,16,37,135,8,6,0.3,2680.00,1581.20
SO - 0004830,In-Store,WARE-XYS1001,8/23/2019,12/15/2019,1/12/2020,1/18/2020,USD,9,25,50,45,6,0.1,1782.20,1122.79
SO - 0004831,Wholesale,WARE-NMK1003,8/23/2019,12/15/2019,1/5/2020,1/13/2020,USD,27,12,193,11,2,0.15,1085.40,922.59
SO - 0004832,Online,WARE-UHY1004,8/23/2019,12/15/2019,12/30/2019,1/1/2020,USD,17,43,258,8,3,0.075,4006.60,3325.48
SO - 0004833,Online,WARE-PUJ1005,8/23/2019,12/16/2019,1/10/2020,1/11/2020,USD,14,40,297,47,3,0.1,1849.20,1516.34
SO - 0004834,In-Store,WARE-NMK1003,8/23/2019,12/16/2019,1/2/2020,1/10/2020,USD,8,50,190,30,5,0.075,1829.10,1188.92
SO - 0004835,Online,WARE-NMK1003,8/23/2019,12/16/2019,1/12/2020,1/18/2020,USD,14,48,183,40,6,0.2,2418.70,1378.66
SO - 0004836,In-Store,WARE-UHY1004,8/23/2019,12/16/2019,12/26/2019,1/2/2020,USD,9,18,251,28,3,0.075,1701.80,1055.12
SO - 0004837,Online,WARE-NMK1003,8/23/2019,12/16/2019,12/20/2019,12/25/2019,USD,20,22,162,4,1,0.075,1072.00,568.16
SO - 0004838,Online,WARE-XYS1001,8/23/2019,12/16/2019,1/6/2020,1/9/2020,USD,15,44,54,35,8,0.075,3819.00,2864.25
SO - 0004839,In-Store,WARE-NMK1003,8/23/2019,12/16/2019,1/8/2020,1/16/2020,USD,6,10,102,39,5,0.15,871.00,740.35
SO - 0004840,Distributor,WARE-UHY1004,8/23/2019,12/16/2019,12/23/2019,1/2/2020,USD,22,13,213,47,1,0.1,3892.70,1712.79
SO - 0004841,Online,WARE-NMK1003,8/23/2019,12/16/2019,1/13/2020,1/14/2020,USD,14,13,106,5,1,0.05,3845.80,2384.40
SO - 0004842,Distributor,WARE-NMK1003,8/23/2019,12/16/2019,12/21/2019,12/23/2019,USD,25,5,98,7,7,0.05,1085.40,596.97
SO - 0004843,In-Store,WARE-NBV1002,8/23/2019,12/17/2019,12/20/2019,12/28/2019,USD,5,36,77,20,3,0.15,2244.50,1054.92
SO - 0004844,In-Store,WARE-NBV1002,8/23/2019,12/17/2019,12/20/2019,12/25/2019,USD,5,21,68,7,5,0.05,1005.00,472.35
SO - 0004845,In-Store,WARE-NMK1003,8/23/2019,12/17/2019,12/24/2019,12/29/2019,USD,1,35,191,7,4,0.1,1929.60,1370.02
SO - 0004846,In-Store,WARE-UHY1004,8/23/2019,12/17/2019,12/19/2019,12/26/2019,USD,11,10,244,34,5,0.05,1098.80,791.14
SO - 0004847,Online,WARE-MKL1006,8/23/2019,12/17/2019,1/6/2020,1/14/2020,USD,14,21,358,35,3,0.1,864.30,475.37
SO - 0004848,Distributor,WARE-NMK1003,8/23/2019,12/17/2019,12/20/2019,12/21/2019,USD,25,31,97,11,5,0.075,5922.80,2428.35
SO - 0004849,Wholesale,WARE-NMK1003,8/23/2019,12/17/2019,12/22/2019,1/1/2020,USD,27,26,153,47,4,0.4,3859.20,1929.60
SO - 0004850,Distributor,WARE-PUJ1005,8/23/2019,12/17/2019,12/28/2019,1/1/2020,USD,21,34,304,12,2,0.075,3912.80,1565.12
SO - 0004851,In-Store,WARE-NBV1002,8/23/2019,12/17/2019,1/8/2020,1/15/2020,USD,11,18,65,15,2,0.075,1179.20,978.74
SO - 0004852,Online,WARE-PUJ1005,8/23/2019,12/17/2019,12/23/2019,1/1/2020,USD,17,45,298,14,4,0.075,1681.70,1378.99
SO - 0004853,In-Store,WARE-UHY1004,8/23/2019,12/18/2019,12/21/2019,12/24/2019,USD,1,35,204,34,1,0.2,2425.40,1697.78
SO - 0004854,In-Store,WARE-NMK1003,8/23/2019,12/18/2019,1/10/2020,1/18/2020,USD,3,23,120,22,8,0.075,1118.90,760.85
SO - 0004855,Distributor,WARE-NBV1002,8/23/2019,12/18/2019,1/10/2020,1/15/2020,USD,21,17,66,35,6,0.075,1326.60,955.15
SO - 0004856,Online,WARE-UHY1004,8/23/2019,12/18/2019,12/29/2019,12/30/2019,USD,16,9,207,1,1,0.075,2974.80,1487.40
SO - 0004857,In-Store,WARE-NMK1003,8/23/2019,12/18/2019,1/10/2020,1/18/2020,USD,9,22,103,33,1,0.15,180.90,88.64
SO - 0004858,Wholesale,WARE-NMK1003,8/23/2019,12/18/2019,12/25/2019,1/1/2020,USD,26,34,167,17,3,0.05,5996.50,4917.13
SO - 0004859,Online,WARE-NBV1002,8/23/2019,12/19/2019,12/28/2019,1/1/2020,USD,12,27,60,40,4,0.05,2425.40,1164.19
SO - 0004860,In-Store,WARE-PUJ1005,8/23/2019,12/19/2019,1/10/2020,1/16/2020,USD,6,11,286,28,4,0.05,5460.50,4313.80
SO - 0004861,In-Store,WARE-NMK1003,8/23/2019,12/19/2019,12/26/2019,12/27/2019,USD,9,30,143,30,2,0.2,891.10,499.02
SO - 0004862,In-Store,WARE-XYS1001,8/23/2019,12/19/2019,1/1/2020,1/2/2020,USD,7,34,42,38,4,0.05,1688.40,1063.69
SO - 0004863,Online,WARE-NMK1003,8/23/2019,12/19/2019,12/24/2019,12/26/2019,USD,19,26,173,39,7,0.4,2324.90,1441.44
SO - 0004864,Wholesale,WARE-NBV1002,8/23/2019,12/19/2019,1/9/2020,1/17/2020,USD,28,35,87,44,4,0.2,1011.70,414.80
SO - 0004865,Online,WARE-XYS1001,8/23/2019,12/19/2019,1/11/2020,1/19/2020,USD,16,7,37,4,8,0.2,234.50,180.57
SO - 0004866,In-Store,WARE-MKL1006,8/23/2019,12/19/2019,1/11/2020,1/13/2020,USD,3,13,355,18,5,0.05,1078.70,625.65
SO - 0004867,Online,WARE-NBV1002,8/23/2019,12/19/2019,1/9/2020,1/11/2020,USD,20,18,69,38,2,0.05,207.70,112.16
SO - 0004868,In-Store,WARE-NMK1003,8/23/2019,12/19/2019,12/26/2019,12/29/2019,USD,12,33,189,9,8,0.15,2264.60,1109.65
SO - 0004869,In-Store,WARE-NMK1003,8/23/2019,12/20/2019,1/13/2020,1/22/2020,USD,8,4,93,42,6,0.05,884.40,566.02
SO - 0004870,In-Store,WARE-PUJ1005,8/23/2019,12/20/2019,12/24/2019,1/3/2020,USD,8,12,301,17,8,0.075,2840.80,2045.38
SO - 0004871,Online,WARE-MKL1006,8/23/2019,12/20/2019,12/22/2019,12/24/2019,USD,14,9,349,31,3,0.075,5681.60,2897.62
SO - 0004872,In-Store,WARE-NMK1003,8/23/2019,12/20/2019,12/24/2019,12/28/2019,USD,11,4,182,19,7,0.1,5936.20,3027.46
SO - 0004873,Online,WARE-PUJ1005,8/23/2019,12/20/2019,12/22/2019,12/23/2019,USD,15,25,275,16,1,0.3,1078.70,550.14
SO - 0004874,In-Store,WARE-NMK1003,8/23/2019,12/20/2019,12/26/2019,12/30/2019,USD,5,12,99,10,7,0.05,2653.20,1485.79
SO - 0004875,In-Store,WARE-XYS1001,8/23/2019,12/20/2019,12/29/2019,1/2/2020,USD,3,39,17,43,6,0.075,268.00,131.32
SO - 0004876,Distributor,WARE-XYS1001,8/23/2019,12/20/2019,12/31/2019,1/5/2020,USD,24,41,51,20,7,0.1,1098.80,890.03
SO - 0004877,In-Store,WARE-NMK1003,8/23/2019,12/21/2019,1/2/2020,1/6/2020,USD,12,43,100,1,6,0.075,3999.90,3399.92
SO - 0004878,In-Store,WARE-UHY1004,8/23/2019,12/21/2019,1/6/2020,1/16/2020,USD,2,29,213,1,7,0.075,6204.20,3226.18
SO - 0004879,In-Store,WARE-PUJ1005,8/23/2019,12/21/2019,1/3/2020,1/6/2020,USD,1,32,267,7,3,0.15,2257.90,1151.53
SO - 0004880,Online,WARE-NMK1003,8/23/2019,12/21/2019,1/16/2020,1/19/2020,USD,14,38,184,11,8,0.4,2318.20,1460.47
SO - 0004881,Online,WARE-NBV1002,8/23/2019,12/21/2019,1/9/2020,1/10/2020,USD,16,33,84,23,5,0.2,2680.00,1125.60
SO - 0004882,Online,WARE-PUJ1005,8/23/2019,12/21/2019,1/9/2020,1/17/2020,USD,17,34,309,16,3,0.05,1125.60,787.92
SO - 0004883,Online,WARE-PUJ1005,8/23/2019,12/21/2019,12/30/2019,1/2/2020,USD,20,7,292,17,7,0.075,3932.90,2713.70
SO - 0004884,Wholesale,WARE-MKL1006,8/23/2019,12/21/2019,1/10/2020,1/15/2020,USD,26,7,361,12,8,0.05,5460.50,4586.82
SO - 0004885,Wholesale,WARE-MKL1006,8/23/2019,12/22/2019,12/25/2019,12/28/2019,USD,28,8,352,31,8,0.05,1139.00,501.16
SO - 0004886,In-Store,WARE-NMK1003,8/23/2019,12/22/2019,1/4/2020,1/7/2020,USD,11,25,128,17,5,0.075,254.60,165.49
SO - 0004887,Online,WARE-NMK1003,8/23/2019,12/22/2019,1/11/2020,1/14/2020,USD,16,47,157,41,3,0.1,2539.30,1015.72
SO - 0004888,In-Store,WARE-PUJ1005,8/23/2019,12/22/2019,1/11/2020,1/17/2020,USD,1,13,320,7,8,0.2,5748.60,4598.88
SO - 0004889,Wholesale,WARE-NBV1002,8/23/2019,12/22/2019,1/7/2020,1/13/2020,USD,27,28,68,41,1,0.4,1809.00,1193.94
SO - 0004890,Wholesale,WARE-NMK1003,8/23/2019,12/22/2019,1/8/2020,1/15/2020,USD,28,16,90,8,4,0.1,167.50,122.28
SO - 0004891,In-Store,WARE-NMK1003,8/23/2019,12/23/2019,1/10/2020,1/16/2020,USD,3,36,94,12,3,0.05,194.30,161.27
SO - 0004892,In-Store,WARE-XYS1001,8/23/2019,12/23/2019,1/18/2020,1/19/2020,USD,10,17,30,36,6,0.3,3932.90,1691.15
SO - 0004893,Online,WARE-PUJ1005,8/23/2019,12/23/2019,1/19/2020,1/24/2020,USD,13,11,264,46,1,0.075,3376.80,1857.24
SO - 0004894,In-Store,WARE-NMK1003,8/23/2019,12/23/2019,1/20/2020,1/23/2020,USD,9,40,152,16,8,0.05,5433.70,3803.59
SO - 0004895,In-Store,WARE-UHY1004,8/23/2019,12/23/2019,1/19/2020,1/26/2020,USD,6,9,256,30,5,0.075,5855.80,4216.18
SO - 0004896,In-Store,WARE-NBV1002,8/23/2019,12/23/2019,12/30/2019,1/7/2020,USD,6,34,67,13,4,0.15,844.20,438.98
SO - 0004897,Online,WARE-NMK1003,8/23/2019,12/23/2019,12/27/2019,1/6/2020,USD,13,18,150,32,6,0.1,931.30,596.03
SO - 0004898,Online,WARE-UHY1004,8/23/2019,12/23/2019,12/27/2019,12/31/2019,USD,19,7,226,34,4,0.05,797.30,677.71
SO - 0004899,Wholesale,WARE-NMK1003,8/23/2019,12/23/2019,1/11/2020,1/16/2020,USD,27,7,191,10,5,0.05,877.70,465.18
SO - 0004900,Online,WARE-UHY1004,8/23/2019,12/23/2019,1/18/2020,1/19/2020,USD,16,2,244,33,2,0.05,2405.30,986.17
SO - 0004901,Wholesale,WARE-NMK1003,8/23/2019,12/24/2019,1/13/2020,1/16/2020,USD,27,39,128,13,7,0.075,254.60,188.40
SO - 0004902,Wholesale,WARE-PUJ1005,8/23/2019,12/24/2019,1/3/2020,1/10/2020,USD,26,35,326,28,2,0.075,1983.20,1665.89
SO - 0004903,In-Store,WARE-UHY1004,8/23/2019,12/24/2019,1/10/2020,1/14/2020,USD,11,6,254,45,6,0.15,1098.80,791.14
SO - 0004904,In-Store,WARE-NMK1003,8/23/2019,12/24/2019,12/27/2019,1/1/2020,USD,10,12,166,28,4,0.15,1286.40,514.56
SO - 0004905,Distributor,WARE-NMK1003,8/23/2019,12/24/2019,12/26/2019,1/2/2020,USD,22,1,120,20,2,0.15,2626.40,1549.58
SO - 0004906,In-Store,WARE-NBV1002,8/23/2019,12/24/2019,1/4/2020,1/8/2020,USD,1,38,62,44,6,0.15,3892.70,2218.84
SO - 0004907,Online,WARE-NMK1003,8/23/2019,12/25/2019,1/7/2020,1/14/2020,USD,16,47,161,35,8,0.05,1139.00,660.62
SO - 0004908,In-Store,WARE-UHY1004,8/23/2019,12/25/2019,1/19/2020,1/28/2020,USD,7,6,247,45,3,0.1,261.30,143.72
SO - 0004909,Wholesale,WARE-NMK1003,8/23/2019,12/25/2019,1/8/2020,1/15/2020,USD,26,31,196,19,4,0.05,234.50,143.05
SO - 0004910,Online,WARE-NBV1002,8/23/2019,12/25/2019,12/29/2019,1/6/2020,USD,17,22,77,3,8,0.15,1319.90,884.33
SO - 0004911,In-Store,WARE-UHY1004,8/23/2019,12/26/2019,1/7/2020,1/10/2020,USD,7,35,216,25,7,0.075,2673.30,1229.72
SO - 0004912,In-Store,WARE-UHY1004,8/23/2019,12/26/2019,1/2/2020,1/5/2020,USD,7,33,243,23,5,0.1,2948.00,1621.40
SO - 0004913,In-Store,WARE-NMK1003,8/23/2019,12/26/2019,1/20/2020,1/30/2020,USD,1,37,186,20,2,0.05,167.50,75.38
SO - 0004914,In-Store,WARE-UHY1004,8/23/2019,12/26/2019,1/7/2020,1/14/2020,USD,4,3,257,17,7,0.15,3872.60,3059.35
SO - 0004915,In-Store,WARE-XYS1001,8/23/2019,12/26/2019,1/3/2020,1/9/2020,USD,7,1,49,41,1,0.075,3932.90,3185.65
SO - 0004916,Wholesale,WARE-NMK1003,8/23/2019,12/26/2019,1/13/2020,1/21/2020,USD,25,17,90,2,5,0.075,1058.60,688.09
SO - 0004917,In-Store,WARE-NMK1003,8/23/2019,12/26/2019,1/4/2020,1/12/2020,USD,9,1,128,14,5,0.05,187.60,88.17
SO - 0004918,Online,WARE-UHY1004,8/23/2019,12/26/2019,1/21/2020,1/29/2020,USD,20,32,241,21,8,0.075,2613.00,2168.79
SO - 0004919,Online,WARE-XYS1001,8/23/2019,12/26/2019,1/4/2020,1/14/2020,USD,13,23,27,35,6,0.05,1963.10,1040.44
SO - 0004920,Online,WARE-NMK1003,8/23/2019,12/26/2019,1/17/2020,1/24/2020,USD,18,40,88,12,6,0.075,3993.20,3154.63
SO - 0004921,In-Store,WARE-NBV1002,8/23/2019,12/27/2019,1/19/2020,1/27/2020,USD,10,27,59,15,7,0.075,770.50,392.96
SO - 0004922,In-Store,WARE-XYS1001,8/23/2019,12/27/2019,1/7/2020,1/12/2020,USD,4,31,28,22,2,0.15,5540.90,4488.13
SO - 0004923,Wholesale,WARE-NMK1003,8/23/2019,12/27/2019,1/18/2020,1/25/2020,USD,26,11,179,24,2,0.05,1949.70,1559.76
SO - 0004924,In-Store,WARE-NBV1002,8/23/2019,12/27/2019,1/17/2020,1/18/2020,USD,8,37,84,29,2,0.05,5889.30,4888.12
SO - 0004925,Online,WARE-PUJ1005,8/23/2019,12/27/2019,1/15/2020,1/24/2020,USD,13,13,280,21,4,0.075,730.30,496.60
SO - 0004926,Wholesale,WARE-PUJ1005,8/23/2019,12/27/2019,1/15/2020,1/22/2020,USD,26,45,301,33,4,0.075,3872.60,1858.85
SO - 0004927,In-Store,WARE-PUJ1005,8/23/2019,12/28/2019,1/3/2020,1/13/2020,USD,10,5,315,11,5,0.075,3577.80,1645.79
SO - 0004928,Distributor,WARE-UHY1004,8/23/2019,12/28/2019,12/30/2019,1/7/2020,USD,25,4,209,27,1,0.05,2532.60,1063.69
SO - 0004929,In-Store,WARE-UHY1004,8/23/2019,12/28/2019,1/24/2020,1/27/2020,USD,8,30,234,30,8,0.1,2673.30,2138.64
SO - 0004930,Wholesale,WARE-PUJ1005,8/23/2019,12/28/2019,1/18/2020,1/24/2020,USD,25,8,275,15,7,0.05,1065.30,894.85
SO - 0004931,Online,WARE-UHY1004,8/23/2019,12/28/2019,1/11/2020,1/12/2020,USD,17,37,240,4,4,0.15,1132.30,634.09
SO - 0004932,Distributor,WARE-UHY1004,8/23/2019,12/28/2019,1/16/2020,1/21/2020,USD,25,13,245,47,2,0.05,5333.20,4266.56
SO - 0004933,In-Store,WARE-XYS1001,8/23/2019,12/28/2019,1/3/2020,1/9/2020,USD,9,10,50,23,1,0.075,857.60,420.22
SO - 0004934,Distributor,WARE-XYS1001,8/23/2019,12/28/2019,1/19/2020,1/22/2020,USD,23,14,47,26,8,0.075,174.20,128.91
SO - 0004935,Online,WARE-XYS1001,8/23/2019,12/28/2019,1/12/2020,1/19/2020,USD,19,48,58,13,8,0.05,5326.50,4367.73
SO - 0004936,In-Store,WARE-NMK1003,8/23/2019,12/28/2019,1/2/2020,1/11/2020,USD,9,49,179,46,7,0.2,180.90,139.29
SO - 0004937,In-Store,WARE-MKL1006,8/23/2019,12/29/2019,1/22/2020,1/30/2020,USD,8,49,341,8,7,0.05,1802.30,1369.75
SO - 0004938,In-Store,WARE-NMK1003,8/23/2019,12/29/2019,1/18/2020,1/23/2020,USD,11,10,92,45,2,0.05,3879.30,1706.89
SO - 0004939,Distributor,WARE-NMK1003,8/23/2019,12/29/2019,1/22/2020,1/26/2020,USD,24,32,200,44,3,0.05,1051.90,820.48
SO - 0004940,Online,WARE-NMK1003,8/23/2019,12/29/2019,12/31/2019,1/6/2020,USD,14,4,116,30,1,0.05,3906.10,2226.48
SO - 0004941,In-Store,WARE-PUJ1005,8/23/2019,12/29/2019,1/12/2020,1/17/2020,USD,2,31,262,26,5,0.05,891.10,507.93
SO - 0004942,In-Store,WARE-NMK1003,8/23/2019,12/29/2019,1/15/2020,1/21/2020,USD,12,40,124,1,2,0.075,221.10,170.25
SO - 0004943,Wholesale,WARE-NBV1002,8/23/2019,12/29/2019,1/26/2020,1/28/2020,USD,28,25,78,21,3,0.15,3986.50,2551.36
SO - 0004944,Distributor,WARE-PUJ1005,8/23/2019,12/29/2019,1/7/2020,1/9/2020,USD,21,30,288,20,1,0.2,187.60,153.83
SO - 0004945,In-Store,WARE-NBV1002,8/23/2019,12/29/2019,1/3/2020,1/8/2020,USD,11,47,60,27,5,0.1,214.40,102.91
SO - 0004946,In-Store,WARE-UHY1004,8/23/2019,12/29/2019,1/25/2020,1/29/2020,USD,7,18,250,45,2,0.1,1748.70,909.32
SO - 0004947,In-Store,WARE-NMK1003,8/23/2019,12/29/2019,1/18/2020,1/25/2020,USD,8,21,128,41,6,0.075,1969.80,1477.35
SO - 0004948,Online,WARE-XYS1001,8/23/2019,12/30/2019,1/6/2020,1/15/2020,USD,18,13,46,28,3,0.3,3953.00,2648.51
SO - 0004949,Online,WARE-XYS1001,8/23/2019,12/30/2019,1/14/2020,1/20/2020,USD,16,45,49,42,1,0.05,2512.50,1105.50
SO - 0004950,Online,WARE-XYS1001,8/23/2019,12/30/2019,1/3/2020,1/4/2020,USD,15,46,10,39,4,0.15,3825.70,3098.82
SO - 0004951,In-Store,WARE-PUJ1005,8/23/2019,12/30/2019,1/24/2020,2/2/2020,USD,4,42,284,42,1,0.1,207.70,89.31
SO - 0004952,In-Store,WARE-UHY1004,8/23/2019,12/30/2019,1/16/2020,1/17/2020,USD,2,4,257,37,6,0.15,1929.60,1254.24
SO - 0004953,Online,WARE-XYS1001,8/23/2019,12/30/2019,1/19/2020,1/21/2020,USD,14,27,42,38,7,0.1,1145.70,458.28
SO - 0004954,In-Store,WARE-NBV1002,8/23/2019,12/30/2019,1/17/2020,1/26/2020,USD,6,3,83,41,5,0.1,2552.70,1072.13
SO - 0004955,In-Store,WARE-XYS1001,8/23/2019,12/30/2019,1/21/2020,1/24/2020,USD,6,23,3,31,6,0.075,5561.00,2335.62
SO - 0004956,In-Store,WARE-PUJ1005,8/23/2019,12/30/2019,1/12/2020,1/16/2020,USD,4,10,276,5,8,0.075,214.40,120.06
SO - 0004957,Wholesale,WARE-MKL1006,8/23/2019,12/30/2019,1/8/2020,1/13/2020,USD,26,19,342,17,1,0.075,2371.80,1470.52
SO - 0004958,Online,WARE-XYS1001,8/23/2019,12/31/2019,1/4/2020,1/11/2020,USD,14,2,41,2,2,0.075,1038.50,498.48
SO - 0004959,Distributor,WARE-UHY1004,8/23/2019,12/31/2019,1/9/2020,1/14/2020,USD,24,12,224,5,8,0.075,1011.70,566.55
SO - 0004960,Online,WARE-NMK1003,8/23/2019,12/31/2019,1/16/2020,1/20/2020,USD,19,7,158,12,7,0.075,3926.20,2944.65
SO - 0004961,Wholesale,WARE-UHY1004,8/23/2019,12/31/2019,1/4/2020,1/10/2020,USD,27,2,256,33,2,0.1,6070.20,4127.74
SO - 0004962,Online,WARE-UHY1004,8/23/2019,12/31/2019,1/11/2020,1/19/2020,USD,18,44,238,39,5,0.075,5996.50,5097.03
SO - 0004963,Distributor,WARE-PUJ1005,8/23/2019,12/31/2019,1/2/2020,1/4/2020,USD,24,26,272,23,4,0.2,5071.90,3246.02
SO - 0004964,Online,WARE-XYS1001,8/23/2019,12/31/2019,1/7/2020,1/16/2020,USD,16,5,21,1,7,0.15,6164.00,4129.88
SO - 0004965,Distributor,WARE-XYS1001,8/23/2019,12/31/2019,1/12/2020,1/19/2020,USD,25,48,8,38,5,0.1,3825.70,1874.59
SO - 0004966,In-Store,WARE-NMK1003,8/23/2019,12/31/2019,1/11/2020,1/12/2020,USD,12,1,120,20,3,0.1,1715.20,806.14
SO - 0004967,In-Store,WARE-XYS1001,8/23/2019,1/1/2020,1/15/2020,1/23/2020,USD,5,29,2,7,3,0.05,3845.80,2230.56
SO - 0004968,Wholesale,WARE-UHY1004,8/23/2019,1/1/2020,1/24/2020,1/30/2020,USD,26,31,231,46,2,0.1,1078.70,431.48
SO - 0004969,In-Store,WARE-NMK1003,8/23/2019,1/1/2020,1/6/2020,1/14/2020,USD,3,28,169,16,3,0.1,1045.20,480.79
SO - 0004970,In-Store,WARE-PUJ1005,8/23/2019,1/1/2020,1/23/2020,1/28/2020,USD,4,3,290,44,1,0.05,268.00,123.28
SO - 0004971,In-Store,WARE-NMK1003,8/23/2019,1/2/2020,1/10/2020,1/17/2020,USD,5,13,192,25,7,0.075,1802.30,1153.47
SO - 0004972,Distributor,WARE-UHY1004,8/23/2019,1/2/2020,1/21/2020,1/31/2020,USD,21,24,221,18,2,0.1,1025.10,830.33
SO - 0004973,Online,WARE-NBV1002,8/23/2019,1/2/2020,1/12/2020,1/21/2020,USD,13,26,80,36,1,0.1,2579.50,1031.80
SO - 0004974,Distributor,WARE-PUJ1005,8/23/2019,1/2/2020,1/16/2020,1/26/2020,USD,24,36,271,2,7,0.05,6257.80,2816.01
SO - 0004975,Wholesale,WARE-NMK1003,8/23/2019,1/2/2020,1/20/2020,1/29/2020,USD,27,47,94,19,5,0.075,5333.20,4426.56
SO - 0004976,Distributor,WARE-PUJ1005,8/23/2019,1/2/2020,1/14/2020,1/21/2020,USD,20,44,328,22,8,0.15,1675.00,1155.75
SO - 0004977,Online,WARE-XYS1001,8/23/2019,1/2/2020,1/12/2020,1/13/2020,USD,19,21,37,34,1,0.1,1139.00,466.99
SO - 0004978,Distributor,WARE-XYS1001,8/23/2019,1/2/2020,1/18/2020,1/21/2020,USD,24,6,24,37,3,0.075,1011.70,667.72
SO - 0004979,In-Store,WARE-UHY1004,8/23/2019,1/3/2020,1/31/2020,2/7/2020,USD,3,36,219,20,4,0.075,174.20,90.58
SO - 0004980,In-Store,WARE-XYS1001,8/23/2019,1/3/2020,1/15/2020,1/18/2020,USD,8,36,57,38,3,0.2,1775.50,710.20
SO - 0004981,In-Store,WARE-PUJ1005,8/23/2019,1/3/2020,1/19/2020,1/21/2020,USD,8,24,265,36,1,0.05,1065.30,522.00
SO - 0004982,In-Store,WARE-NMK1003,8/23/2019,1/3/2020,1/24/2020,2/1/2020,USD,7,18,90,33,3,0.05,6123.80,4041.71
SO - 0004983,In-Store,WARE-NBV1002,8/23/2019,1/3/2020,1/15/2020,1/23/2020,USD,12,47,67,41,6,0.075,2452.20,1986.28
SO - 0004984,Wholesale,WARE-NMK1003,8/23/2019,1/3/2020,1/14/2020,1/16/2020,USD,28,19,103,5,5,0.1,3906.10,2226.48
SO - 0004985,Online,WARE-MKL1006,8/23/2019,1/3/2020,1/29/2020,2/4/2020,USD,13,36,349,6,5,0.05,2351.70,1622.67
SO - 0004986,In-Store,WARE-MKL1006,8/23/2019,1/3/2020,1/30/2020,2/4/2020,USD,3,12,358,3,3,0.05,991.60,793.28
SO - 0004987,In-Store,WARE-MKL1006,8/23/2019,1/3/2020,1/6/2020,1/8/2020,USD,5,42,359,33,5,0.15,5226.00,3240.12
SO - 0004988,In-Store,WARE-NBV1002,8/23/2019,1/4/2020,1/27/2020,2/6/2020,USD,3,25,67,4,1,0.1,5936.20,3027.46
SO - 0004989,In-Store,WARE-UHY1004,8/23/2019,1/4/2020,1/20/2020,1/22/2020,USD,10,12,229,45,8,0.075,1051.90,525.95
SO - 0004990,Online,WARE-XYS1001,8/23/2019,1/4/2020,1/23/2020,1/26/2020,USD,12,11,26,25,5,0.1,1018.40,794.35
SO - 0004991,Online,WARE-UHY1004,8/23/2019,1/4/2020,1/31/2020,2/6/2020,USD,15,23,224,37,7,0.05,3731.90,2948.20
SO - 0004992,In-Store,WARE-PUJ1005,8/23/2019,1/4/2020,1/17/2020,1/21/2020,USD,7,9,293,34,2,0.1,3276.30,2588.28
SO - 0004993,Online,WARE-NMK1003,8/23/2019,1/5/2020,1/26/2020,1/27/2020,USD,17,41,179,31,7,0.4,1105.50,718.58
SO - 0004994,Distributor,WARE-UHY1004,8/23/2019,1/5/2020,2/1/2020,2/2/2020,USD,24,40,218,43,4,0.05,6539.20,4708.22
SO - 0004995,In-Store,WARE-MKL1006,12/1/2019,1/5/2020,1/31/2020,2/10/2020,USD,1,47,345,20,4,0.075,3517.50,2778.83
SO - 0004996,Distributor,WARE-NMK1003,8/23/2019,1/5/2020,1/11/2020,1/19/2020,USD,21,18,132,31,2,0.075,2338.30,1099.00
SO - 0004997,In-Store,WARE-NMK1003,8/23/2019,1/5/2020,1/21/2020,1/25/2020,USD,4,38,151,25,1,0.2,2231.10,892.44
SO - 0004998,In-Store,WARE-NMK1003,8/23/2019,1/5/2020,1/12/2020,1/17/2020,USD,3,47,96,16,6,0.075,911.20,537.61
SO - 0004999,Online,WARE-PUJ1005,8/23/2019,1/5/2020,1/9/2020,1/16/2020,USD,19,45,326,5,7,0.05,6277.90,4520.09
SO - 0005000,Distributor,WARE-MKL1006,12/1/2019,1/5/2020,1/17/2020,1/25/2020,USD,23,21,333,46,3,0.2,2371.80,996.16
SO - 0005001,In-Store,WARE-PUJ1005,8/23/2019,1/5/2020,1/16/2020,1/20/2020,USD,6,45,304,35,2,0.2,1969.80,984.90
SO - 0005002,In-Store,WARE-XYS1001,8/23/2019,1/5/2020,1/7/2020,1/14/2020,USD,5,45,26,24,2,0.2,5996.50,2818.36
SO - 0005003,Distributor,WARE-NMK1003,8/23/2019,1/5/2020,1/30/2020,2/3/2020,USD,25,11,192,26,8,0.1,3865.90,2396.86
SO - 0005004,In-Store,WARE-XYS1001,8/23/2019,1/5/2020,1/9/2020,1/13/2020,USD,5,6,22,4,5,0.075,5768.70,4557.27
